fault_text,label_name,split
"TC reported Front M2 car fire external.Staff(AMK) checked, confirmed no sign of smoke or fire at Fr ont M2 car. Rear T233 line clear into BSH NB, no abnormaliti es. TC reported Front M2 car fire external. Staff(AMK) check",External Smoke Detector,train
"Rear cab entry indication illuminated. Step In TC at JUR MT South Cab checked and feedback both door s were closed but loose. TC confirmed no unauthorized person , no suspicious item and all switches (sealed and unsealed)",Partition Door Screw,train
711/712 Self test fail found during DT check,Speed Sensor,train
TC reported hearing a loud sound while departing BSD1 . Train rolled back while departing BSD1,CCD Fuse,train
2658 AC2 inverter failure,Saloon Evaporator,train
Snap:2508 Saloon light near A2 door not,Saloon Light,train
TC reported train doors at front M1 carwere not proven closed. Opened and closed train doors once t o clear fault. Staff(CNG) monitored at platform and found noabnormality.,Door Roller,train
EMU519/520 AIR LEAK TEST FAIL 5 MIN MORE,Tighten Strainer Check Valve,train
SnapRep reported 1628 water seepage.,Change Thermostat Setting,train
CE reported 3501 bogie #1 wheel flat noi,Wheel Profiling,train
CE: 3519 B7 Saloon light not working,Saloon Light,train
EMU 561/562 During DT found #1562 BCU fa,ACU,train
"Train encountered power fault at front M1 car while arriving station. Unable to reset at ADM1, WDL1 and MSL1. TC feedback performance was ok.",Charging Resistor,train
"Train encountered power fault at car 2619 while arriving station. Unable to reset at RDH, TIB, OTP E B. Train performance - ok. N.A.",Charging Resistor,train
TC reported brake fault at car front M2.TC operated STBS to proceed to ATPM to next station.,ACU,train
Snap:between car A4 and  A3 saloon light,Saloon Light,train
Counterbound T340 reported T343 one headlight not working. T343 TC stepped out and confirmed 'A' sid e Headlight not working.,Headlight,train
"TC reported after departing station, MCHwas jammed at 'B3'. TC adjusted the mode selector - ok",Adjust MS Inhibitor,train
523/524 Hand strap torn multiple locatio,Handstrap,train
3512 Reported wheel flat A1 20X20mm.To p,Wheel Profiling,train
3673-Replaced A/S WFL oiling wheel 25/12,WFL Oiling Ring,train
TC reported External Smoke Alarm at car1534. Staff(PSR) checked and feedback no sign of smoke or he at.,External Smoke Detector,train
CE reported car 2568 B1 saloon light fau,Saloon Light,train
Snaprep: train cabin light in carriage 3,Saloon Light Ballast,train
TC reported that the MCH momentarily stuck and need to shift up and down a few times in order to swi tch the mode.,MCH Mounting Bolt Loose,train
TC reported toggle switch for cab lightwas broken. Unable to locate the broken pieces. Cab light se lector now in OFF position.,Cab Light Switch,train
DT check found 3508 heavy air leak under,WFL Hose,train
2555 - ACU HEAVY LEAK,ACU,train
"CE:3532 cab a/c louver drop, both louver",Cab Louvre,train
563/564 air leak rate fail - 1.2bar/5min,Auto Coupler Cylinder Seal,train
Train encountered propulsion power faultat car 1608 while arriving at station. Unable to reset for 3 consecutive stations. Train performance - OK,Charging Resistor,train
3547 no.2 end water ingress from gangway,Patch Gangway Pleat,train
3669 CE reported cab a/con louvre loosed,Cab Louvre,train
T125 reported counter bound T327 headlight 'A' side not working. T327 TC stepped out and confirm'A ' side headlight not working.,Headlight,train
3541 All Gangway Wet. To check & rectify,Gangway Latch Loose,train
TC reported that cab aircon was leaking.,Clear Drain Pan,train
#1532 Bogie-1 Axl-1 & Axle-2 Earth cable,Earth Cable,train
555/556 Having air leak at M2-M2 found during DT. 1.2b/5min,Tighten Micromesh Oil Filter,train
3542 PM check found oil leaking.,Air Compressor,train
551/552 Air leak test fail 1.0b/5mins found during DT check,Horn Solenoid Valve,train
1529 1 saloon light not working.,Saloon Light,train
"DURING PM,#3522 NO.2 END SMOKE DETECTOR HEAD LOOSE,TO RECTIFY",External Smoke Detector,train
Train doors at car 2507 were not provenclosed. TC recycled train doors once - ok. Fault did not rec ur at subsequent stations.,Door Roller,train
"Train encountered power fault at rear M2car while entering station. Unable to reset at NEW,ORC and SOM SB. Train encountered power fault at rear M2 car while e ntering station. Unable to reset at NEW,ORC and SOM SB.",Traction Motor,train
"T410 3715(S) Stepping-out TC reported partition door in car 3715 cannot
be closed from the saloon car. TC closed the partition door from the cab
- ok. TC subsequently alighted from the train through the cab door
instead. CCK SB.

CE:3715 confirmed partition cannot closed from the partition door Need
to close from the inside door handle Suspect handle faulty",Adjust Partition Door Latch,train
Train reported 1622 a/con fault and 2621,Water Seepage,train
3631 A Side cab door unable to open from,Adjust Cab Door Roller Stopper,train
TC feedback DIR indicator illuminated momentarily in-between BSH SB TO BDL SB. Staff(ORC) checked an d confirmed all train doors were working normally. Fault rec urred between MRB SB to MSP SB,Adjust Cab Door Plunger,train
TIMS showed BCU unit faulty at the FrontDT car. No other fault indications. Train performance - ok,Tacho,train
"Train stopped with BCU/BCP fault, bogey1 and bogey 2 at car 2611 after departing BGB B. STBS operat ed. Pax disembarked at CCK B.",ACU,train
3724 Air leak at side glass bolt of wipe,Water Tank Sight Glass,train
3675 A/C #1 faulty & 1675 A/C #1 condens,Saloon Evaporator Rubber,train
3501 wheel reprofiling,Wheel Profiling,train
TC reported TIMS showed intermittently rear DT car BCU fault WSP #02 timeout. TC feedback train perf ormance as per normal. No other fault indications.,BCU,train
2554 Reported No 1 end A/S gangway light,Gangway Light,train
"3538 WILD triggered, B2 - 68.",Wheel Profiling,train
train prep found #1503 BCU com fault to,BCU,train
snap:2533 condensation,Purge Drain Pipe,train
Snaprep: 1515 A/C warm,Recharge Freon,train
711/712 Door matting check/Adjustment,Adjust Door Mating Strip,train
CE reported Car-2627 #1 LFF Noisy.,LFF,train
PM reported few area bump stop out of ci,Adjust Bump Stop Gap,train
Snap: 3628 Saloon aircon warm,Recharge Freon,train
TIMS showed Smoke Internal at car 1555.Staff(BSH) checked and confirmed no signs of smoke / fire / burning smell on exterior or interior of train. Train was es corted to terminal station.,Fire Control Panel,train
TC reported air-con fault. Unable to reset. Staff(NEW) checked and confirmed no abnormalities. Car w as cooling. TC reported air-con fault. Unable to reset. Staf f(NEW) checked and confirmed no abnormalities. Car was cooli,Saloon CCU,train
"#1628 APS fault  FC-414,408 Found during",Saloon CCU,train
"1538 2-2,2538 1-1,2537 2-1,3537 1-1 A/C",Recharge Freon,train
2711 Found charging resistor burn during PM. Awaiting spare.,Charging Resistor,train
TC reported air-con fault. Unable to reset. Staff(BIS) checked and confirmed that car 1606 set #1 ai r-con faulty. Reset - ok. Car was cooling.,Recharge Freon,train
TC reported fire external at car 1564. Staff(TNM) Checked and confirmed no abnormalities found. TC r eported fire external at car 1564. Staff(TNM) Checked and co nfirmed no abnormalities found.,External Smoke Detector,train
3615 B1 door found NG. To check and rect,Door Roller,train
"DT,#3722 found undercarrige air leakage,",Air Dryer,train
#3561 Cab seat torn. To c/o.,Cab Seat,train
TC reported rain water seeping thru thedetrainment ramp.,Repatch Detrainment Door Rubber,train
Replaced blown CCD fuse. 17/11/20 TEAM 1,CCD Fuse,train
3565 and 3566 both cab ATC marker light,Headlight,train
TC reported one of the saloon lights incar 1559 near 'A4' door was not working.,Saloon Light,train
TIMS showed fire extinguisher in car 1519 was detached / missing. Staff(CTH) checked and confirmed f ire extinguisher cover was intact. TIMS showed fire extingui sher in car 1519 was detached / missing. Staff(CTH) checked,Adjust Fire Extinguisher Position,train
"TC reported TIMS showed obstacle detected at car 2602 'B4' door. Fault recur at subsequent stations.Staff(RFP) checked and confirmed car 2602 'B4' door did not opened. Subsequently isolated car 2602 ""B4"" door in closed",Door Roller,train
TC reported since EUN WB TIMS showed obstacle detected at Rear M1 car B3 door when train doors opene d at every station platform. Fault cleared when train depart s from station. Staff (LVR) checked Rear M1 car B3 train doo,Door Roller,train
PM found 1721 one cahrging resistor burn,Charging Resistor,train
DT check found 1624 BCP coast at 1.40bar,ACU,train
FW: 509/510: KSF A MPV fleetwide change,MPV,train
#3561 A-side wiper rubber worn out and d,Wiper,train
3616 DT FOUND RESIDUAL BOGIE 2 BCP AT CO,Pressure Transducer,train
#2509 Bogie Axle 1 & 2 earth cable break,Earth Cable,train
"TIMS showed 'Smoke External' at rear DTcar.SM(TNM) checked and confirmed no abnormalities.hecked and confirmed fault, unable to reset. Stock change ar ranged at TLK as requested by RSD.",External Smoke Detector,train
Train encountered brake fault at car 1558. Fault self cleared.,ACU,train
Snap: 1512 A4 light faulty,Saloon Light,train
Snap: 3718 aircon leaking,Saloon Evaporator,train
TC reported air-con fault. Unable to reset. TC changed end at MSP checked and confirmed that rear ca rset #1 air-con faulty. Reset - ok. Car was cooling.,Recharge Freon,train
TC reported when changing end 3 of the saloon light not working at car 2551.,Saloon Light,train
2515 No.1 end gangway footplate pin bend,Adjust Gangway Footplate,train
"Power fault arriving @ Rear M2, Unable to clear at BGB, attempted 2x times at BBT at NB and SB to noavail.",Charging Resistor,train
"TC reported smoke external at Rear M2 car. Rear train T201 line clear no abnormalities. Staff (AMK) checked and confirmed, no abnormalities. TC reported smoke e xternal at Rear M2 car. Rear train T201 line clear no abnorm",External Smoke Detector,train
3561-REPORTE AIR DRYER FAULR.T.TO RECTIF,Air Dryer,train
Train encountered power fault at front M1 car while arriving station. Reset to no avail. Tried a fewtimes to reset at SOM NB and ORC NB also to no avail.eedback slow in powering.,Charging Resistor,train
CE feedback car 2509 near A1 door saloon,Saloon Light,train
Battery charge loss indicator dimly illuminated. TIMS did not show any abnormalities or faults. Staf f(CTH) checked and feedback no abnormalities.,Stray Voltage From Cannon Plug,train
(RSD) 3570 door timing adjustment out du,Adjust Door Speed,train
DT Check EMU 565 /566 Air Leak Test Fail,Test Point,train
TC reported TIMS showed Rear M1 car FireExternal Alarm. Rear T339 feedback no abnormalities observe d. Staff (GCL) checked the train and feedback no signs of he at nor smoke in train.,External Smoke Detector,train
Snap: 3548 Water leaking,Patch Gangway Pleat,train
CE:2562 B8 & B9 saloon light not working,Saloon Light,train
External smoke alarm at rear M2.,External Smoke Detector,train
"DT533/534 UNDERSHOOT 533/534 UNDERSHOOT @ 1224HRS 12/12/2020 ROM RS LOGS, OBSERVED ABNORMAL BCP AT 2533. A",ACU,train
Power fault departing at front M1 car. Reset - ok.,Traction Motor,train
"PM,found #2647 MPV air leaking,To rectif",MPV,train
Train encountered power fault at Front M1 car while departing station. Unable to reset. Fault recurr ed at DBG NB and SOM NB. TC reported slow in acceleration. T rain encountered power fault at Front M1 car while departing,L2 Contactor,train
TC reported of wheel flats at front DT car.,Wheel Profiling,train
Cab air-con was blowing warm air.,Cab Evaporator,train
Snap: 2612 Train door does not close smo,Door Roller,train
SnapRep reported 1612 water leaking.,Change Thermostat Setting,train
CE : 1606 found no.1E Ceiling sign of condensation.,Aircon Filter,train
HOTBOX/HOT WHEEL Triggered in 3620  Bear,Wheel Profiling,train
Train encountered power fault at Rear M2car while departing station. Reset - ok.,Charging Resistor,train
605/606 Few location bump stop fail,Adjust Bump Stop Gap,train
"snaprep: 1524 Hand grip wear and tear, m",Handstrap,train
2635-MPV AIR LEAK TO RECTIFY,MPV,train
1523 A1 n 2524 B5 Saloon Light Not Worki,Saloon Light,train
1504 Reported A4 door unable to open.,Door Actuator,train
3709 A/S wiper PM reported worn Please r,Wiper,train
TC suspected flat wheel at front DT car.,Wheel Profiling,train
Snaprep: 1530 One saloon light not worki,Saloon Light,train
TC reported driving cab 3530 B-side cabdoor was not proven. TC tried to physical close B-side cab d oor but to avail. TC strap the B-side cab door - ok TC repor ted driving cab 3530 B-side cab door was not proven. TC trie,Adjust Cab Door Sensing Switch Guide Rod,train
Train doors at car 2507 were not provenclosed. TC recycled train doors once - ok. Fault did not rec ur at subsequent stations.,Door Actuator,train
TC reported that TIMS showed air dryer fault. MR pressure was 10 bars.,Air Dryer,train
TC reported power fault at front M2 carwhile arriving station. Reset - ok.,Charging Resistor,train
Cab air-con was blowing warm air.,Cab CCU,train
"#2658,FOUND A/C 2-1, COMP. AND COOLANT",Recharge Freon,train
"TC feedback train unable to remain in AMmode when TC tried to switch to AM mode a few times. EB app lied in AM mode and train switched to 'OFF' mode.ATS Alarmshowed ""CBTC applied EB due to EB Command/status mismatched",COR6,train
DT702: Early station announcementDT3702 encountered the above symptom. SNCTUPD would like to request to check current physical wheel diameter and compare it to WDC file. Please feedback findings to EMM Siew Bo. Thank you for your cooperation.,Adjust Wheel Diameter,train
2521 BCU Com. Fault. To check & rectify.,BCU,train
EB applied departing station with obstruction motion detected. Unable to proceed in Auto mode. Proce eded in ATPM mode to subsequent stations.nged at AMK. Replacement train from BSD.,SR2,train
Train encountered power fault at Rear M2car while arriving station. Reset - ok. Fault recurred depa rting JUR2. Unable to reset at CNG2 and LKS2. TC feedback sl ow powering,Traction Motor,train
"DT508 undershootUndershoot occurence during revenue. 13hrs, 1024hrs, 1328hrs. ent logs showed BCP abnormalities at 1508 and 2508. ndly help to check.",ACU,train
"#2514 no.1,#2513 no.2,#1513 no.1,char",Charging Resistor,train
1524 CE Report A1 door having rubbing ma,Saloon Door Add Shim,train
2509 and 1509 BCU Fault. FC 316 BCU Trai,BCU,train
"3610 A/C 1-1,2610 A/C 1-2,1609 A/C 2-2 having coolant fault .
Please check and rectify.",Recharge Freon,train
Train encountered power fault at car 2631 while departing station. Reset at BBT2 but to no avail. 2n d attempt reset at BGB2 but to no avail. 3rd attempt at CCK2but to no avail. TC feedback train performance normal.,Charging Resistor,train
